編號	名稱	描述#材料名称不要超过4字	功能描述	類型	細分子類	圖示	音效	打開是否彈窗	職業限制	等級限制	品質	夥伴使用前提品質	堆疊數量	背包排序優先順序	天生強化等級	強化消耗比率	普通防禦	普通防禦強化值	絕技防禦	絕技防禦強化值	生命	生命強化值	普通攻擊	普通攻擊強化值	法術攻擊	法術攻擊強化值	絕技攻擊	絕技攻擊強化值	先攻值	強化先攻值係數	金幣價格	合成價格	售出價格	是否可以賣出	是否可銷毀	基礎裝備	材料	生成物品	給予金幣	給予銅幣	給予經驗	給予體力	給予聲望	給予命格	給予掉落	给予鲜花类型（1 2 3）	產出副本	下一等級卷軸	穿戴位置	通過此副本可使用直接製作功能	職業對應禮包	禮包id	是否是等級開禮包	等級開禮包(职业&等级&礼包id)	是否能批量打開（1能0不能）
30300541	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101546	0	0	0
30300542	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101547	0	0	0
30300543	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101548	0	0	0
30300544	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101549	0	0	0
30300545	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101550	0	0	0
30300546	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101551	0	0	0
30300547	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101552	0	0	0
30300548	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101553	0	0	0
30300549	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101554	0	0	0
30300550	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101555	0	0	0
30300551	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101556	0	0	0
30300552	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101557	0	0	0
30300553	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101558	0	0	0
30300554	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101559	0	0	0
30300555	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101560	0	0	0
30300556	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101561	0	0	0
30300557	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101562	0	0	0
30300558	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101563	0	0	0
30300559	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101564	0	0	0
30300560	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101565	0	0	0
30300561	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101566	0	0	0
30300562	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101567	0	0	0
30300563	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101568	0	0	0
30300564	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101569	0	0	0
30300565	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101570	0	0	0
30300566	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101571	0	0	0
30300567	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101572	0	0	0
30300568	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101573	0	0	0
30300569	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101574	0	0	0
30300570	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101575	0	0	0
30300571	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101576	0	0	0
30300572	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101577	0	0	0
30300573	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101578	0	0	0
30300574	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101579	0	0	0
30300575	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101580	0	0	0
30300576	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101581	0	0	0
30300577	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101582	0	0	0
30300578	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101583	0	0	0
30300579	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101584	0	0	0
30300580	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101585	0	0	0
30300581	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101586	0	0	0
30300582	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101587	0	0	0
30300583	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101588	0	0	0
30300584	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101589	0	0	0
30300585	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101590	0	0	0
30300586	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101591	0	0	0
30300587	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101592	0	0	0
30300588	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101593	0	0	0
30300589	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101594	0	0	0
30300590	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101595	0	0	0
30300591	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101596	0	0	0
30300592	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101597	0	0	0
30300593	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101598	0	0	0
30300594	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101599	0	0	0
30300595	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101600	0	0	0
30300596	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101601	0	0	0
30300597	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101602	0	0	0
30300598	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101603	0	0	0
30300599	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101604	0	0	0
30300600	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101605	0	0	0
30300601	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101606	0	0	0
30300602	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101607	0	0	0
30300603	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101608	0	0	0
30300604	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101609	0	0	0
30300605	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101610	0	0	0
30300606	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101611	0	0	0
30300607	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101612	0	0	0
30300608	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101613	0	0	0
30300609	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101614	0	0	0
30300610	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101615	0	0	0
30300611	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101616	0	0	0
30300612	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101617	0	0	0
30300613	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101618	0	0	0
30300614	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101619	0	0	0
30300615	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101620	0	0	0
30300616	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101621	0	0	0
30300617	簽到禮包	簽到禮包	打開可獲得獎勵	4	1	30300001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101622	0	0	0
30300618	隨機變身卡禮包	特惠禮包	打開可獲得<font color="#ff00ff">隨機變身卡*100</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101623	0	0	0
30300619	20級星座寶盒	特惠禮包	打開可隨機獲得星座<font color="#FFFF00">白羊、金牛</font>中的一個	4	1	30300619	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101624	0	0	0
30300620	60級星座寶盒	特惠禮包	打開可隨機獲得星座<font color="#FFFF00">雙子、獅子、巨蟹、處女、天蠍、射手、天秤</font>中的一個	4	1	30300619	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101625	0	0	0
30300621	女神卡	特惠禮包	使用后可增加當前未喚醒女神的親密度100點	4	1	30300621	0	0	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101626	0	0	0
30300622	炫彩之翼禮包	特惠禮包	打開可獲得<font color="#fff100">炫彩之翼</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101627	0	0	0
30300623	銀幣禮包	銀幣禮包	打開可隨機獲得<font color="#FFFF00">2萬銀幣，500天賦點，隨機獲得二到三階藥劑*1</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101628	0	0	0
30300624	銀幣大禮包	銀幣大禮包	打開可獲得<font color="#FFFF00">8萬銀幣，3000天賦點，隨機獲得二到四階藥劑*1</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101629	0	0	1
30300625	幸運禮包	幸運禮包	打開可獲得<font color="#FFFF00">奶酪*2，星座之力*1，寶石碎片*10,10000天賦點，</font><font color="#ffffff">有機會獲得</font><font color="#FFFF00">100金幣或星座碎片*1</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101630	0	0	0
30300626	幸運大禮包	幸運大禮包	打開可獲得<font color="#FFFF00">奶酪*4、星座碎片*1，星座之力*1，寶石碎片*30,30000天賦點，</font><font color="#ffffff">有機會獲得</font><font color="#FFFF00">250金幣或星座碎片*3</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101631	0	0	0
30300627	墮天使之翼禮包	打開可獲得<font color="#fff100">墮天使之翼</font>	特惠禮包	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101632	0	0	0
30300628	幸運銀幣禮盒	幸運銀幣禮盒	打開可獲得<font color="#FFFF00">80000銀幣</font>	4	1	30300277	0	28125	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101633	0	0	1
30300629	世界盃大銀幣寶箱	世界盃大銀幣寶箱	打開可獲得<font color="#FFFF00">880000銀幣</font>	4	1	30300277	0	28125	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101634	0	0	1
30300630	世界盃超大銀幣寶箱	世界盃超大銀幣寶箱	打開可獲得<font color="#FFFF00">8880000銀幣</font>	4	1	30300278	0	28125	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101635	0	0	1
