編號	名稱	邮箱中描述	物品描述	禮包icon（大）	禮包icon（小）	魔力	皮膚id	水晶	能量	帮会货币	免费换装备buff	紫魂buff	經驗	聲望	競技場邀請券	好友點數	魔靈	卷軸	物品	精髓	魔灵碎片	魔灵碎片	符文	皮肤	禮包發放後有效時間	類型	广播message表id	數量(前端顯示用)
1316003	五星飛仙裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1316004	五星飛仙裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1316005	五星飛仙裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1316006	五星飛仙裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317001	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317002	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317003	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317004	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317005	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1317006	五星長生裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318001	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318002	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318003	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318004	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318005	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1318006	五星青龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319001	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319002	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319003	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319004	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319005	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1319006	五星白虎裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320001	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320002	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320003	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320004	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320005	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1320006	五星霸王裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321001	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321002	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321003	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321004	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321005	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1321006	五星乘風裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322001	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322002	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322003	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322004	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322005	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1322006	五星朱雀裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323001	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323002	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323003	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323004	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323005	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1323006	五星玄武裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324001	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324002	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324003	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324004	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324005	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1324006	五星燭龍裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325001	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325002	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325003	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325004	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325005	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1325006	五星回天裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326001	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326002	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326003	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326004	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326005	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1326006	五星麒麟裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327001	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327002	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327003	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327004	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327005	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1327006	五星明心裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328001	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328002	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328003	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328004	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328005	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1328006	五星不屈裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329001	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329002	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329003	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329004	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329005	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1329006	五星堅韌裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330001	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330002	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330003	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330004	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330005	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1330006	五星荊棘裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331001	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331002	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331003	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331004	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331005	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1331006	六星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332001	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332002	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332003	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332004	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332005	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1332006	六星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333001	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333002	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333003	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333004	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333005	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1333006	五星湮滅裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1334001	五星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1334002	五星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1334003	五星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
1334004	五星熾火裝備	系統送來的禮物	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
