mid	描述	名字	是否筛选
51991		eMessageTypeTournamentNextEliminationRound	0
51992		eMessageTypeTournamentNextEliminationMatch	0
51993		eMessageTypeTournamentNextFinalsRound	0
51994		eMessageTypeTournamentNextFinalsMatch	0
51995		eMessageTypeTournamentNextBattle	0
51996		eMessageTypeLoadTournamentPlayerDataForBattle	0
51997		eMessageTypeTournamentPlayerDataForBattle	0
51998		eMessageTypeSaveTournamentServer	0
51999		eMessageTypeSaveTournament	0
52000		eMessageTypeSaveTournamentTeam	0
52001		eMessageTypeSaveTournamentTeamMember	0
52002		eMessageTypeSaveTournamentGamble	0
52003		eMessageTypeSaveTournamentLog	0
52004		eMessageTypeLoadTournamentStatus	0
52005		eMessageTypeLoadTournamentStatuses	0
52006		eMessageTypeLoadTournamentFormation	0
52007		eMessageTypeTournamentFormation	0
52008		eMessageTypeChangeTournamentRoles	0
52009		eMessageTypeChangeTournamentFormation	0
52010		eMessageTypeSaveTournamentRoles	0
52011		eMessageTypeSaveTournamentTeamFormation	0
52012		eMessageTypeLoadTournamentBattleReport	0
52013		eMessageTypeTournamentBattleReport	0
52014		eMessageTypeTournamentUnsubscribeServer	0
52015		eMessageTypeLoadTournamentStatusBroadcast	0
52016		eMessageTypeTournamentStatusBroadcast	0
52017		eMessageTypeOnTournamentFinished	0
52018		eMessageTypeTournamentTeamsAdvanced	0
52019		eMessageTypeLoadTournamentServerSignups	0
52020		eMessageTypeInitiateTournamentServerSignup	0
52021		eMessageTypeTournamentServerSignup	0
52022		eMessageTypeSaveTournamentSignupServer	0
52023		eMessageTypeLoadTournamentPlayerDataForUpdate	0
52024		eMessageTypeTournamentPlayerDataForUpdate	0
52025		eMessageTypeTournamentUpdateTeamInfo	0
52026		eMessageTypeStartTournament	0
52027		eMessageTypeTournamentPlayerLogin	0
52224		eMessageTypeLoadTheBookInfo	0
52225		eMessageTypeTheBookInfo	0
52226		eMessageTypeActivateTheBookItem	0
52227		eMessageTypeTheBookItemActivated	0
52228		eMessageTypeChangeTheBookSkill	0
52229		eMessageTypeTheBookSkillChanged	0
52230		eMessageTypeInitTheBook	0
52231		eMessageTypeLoadTheBookDaylyAwardInfo	0
52232		eMessageTypeTheBookDaylyAwardInfo	0
52233		eMessageTypeTakeTheBookDaylyAward	0
52234		eMessageTypeTakeTheBookDaylyAwardSuccess	0
52480		eMessageTypeConnectXServer	0
52481		eMessageTypeAuthenticateXServerClient	0
52482		eMessageTypeXServerAuthenticated	0
52483		eMessageTypeXServerAuthenticationFailed	0
52484		eMessageTypeSaveXServer	0
52485		eMessageTypeInitializeXServerCounter	0
52486		eMessageTypeOnXServerCounter	0
52487		eMessageTypeLoadXServerCounter	0
52488		eMessageTypeLoadXServerPlayers	0
52489		eMessageTypeLoadXServerReadyPlayers	0
52490		eMessageTypeXServerPlayers	0
52491		eMessageTypeUnregisterXServerClient	0
52492		eMessageTypeClearXServerPlayers	0
52493		eMessageTypeSaveXServerPlayer	0
52494		eMessageTypeLoadXServerPlayerFormation	0
52495		eMessageTypeLoadXServerPlayerFormationTimeout	0
52496		eMessageTypeXServerPlayerFormation	0
52736		eMessageTypeLoadShenMoStatus	0
52737		eMessageTypeLoadShenMoStatusInternal	0
52738		eMessageTypeShenMoStatus	0
52739		eMessageTypeChallengeShenMo	0
52740		eMessageTypeSaveShenMoPlayer	0
52741		eMessageTypeMatchShenMoOpponents	0
52742		eMessageTypeRecoverPlayerFormationStatus	0
52743		eMessageTypeLoadShenMoFormation	0
52744		eMessageTypeShenMoFormation	0
52745		eMessageTypeShenMoChallengeResult	0
52746		eMessageTypeBuyShenMoTimes	0
52747		eMessageTypeBuyShenMoTimesSuccess	0
52748		eMessageTypeRefreshShenMo	0
52749		eMessageTypeShenMoRefreshed	0
52750		eMessageTypeLoadShenMoDayAwardStatus	0
52751		eMessageTypeShenMoDayAwardStatus	0
52752		eMessageTypeTakeShenMoDayAward	0
52753		eMessageTypeTakeShenMoDayAwardSuccess	0
52754		eMessageTypePrepareShenMoFinals	0
52755		eMessageTypeSignupShenMoFinals	0
52756		eMessageTypeClearShenMoPlayers	0
52757		eMessageTypeClearShenMoOpponents	0
64256		eMessageTypeErrorInfo	0
64512		eMessageTypeYuanBaoBroadcast	0
64513		eMessageTypeGameCopyBroadcast	0
64514		eMessageTypeItemDropBroadcast	0
64515		eMessageTypeEggYuanBaoBroadcast	0
64516		eMessageTypeUpgradeEquipmentBaoBroadcast	0
64517		eMessageTypeSynthesizeItemBroadcast	0
65024		eMessageTypeSaveTongQianAndShengWang	0
65025		eMessageTypeSaveEconomy	0
65026		eMessageTypeIncreaseExp	0
65027		eMessageTypeIncreaseRoleExp	0
65028		eMessageTypeSaveLevelUp	0
65280		eMessageTypeYuanBaoBalance	0
65281		eMessageTypeTongQianBalance	0
65282		eMessageTypeTiLiBalance	0
65283		eMessageTypeYueLiBalance	0
65284		eMessageTypeWuHunBalance	0
65285		eMessageTypeJingJieDianBalance	0
65286		eMessageTypeXianLingBalance	0
65287		eMessageTypeShengWang	0
65288		eMessageTypeLingShiBalance	0
65289		eMessageTypeTongQianBlessInfo	0
65290		eMessageTypeExpBlessInfo	0
65291		eMessageTypeVipInfo	0
65535		eMessageTypeKeepAlive	0
